"PELLID","Institution","State","Recipients","Awards"
"15101","Moler Barber College","CA","26","45737.209999999999"
"16647","Montebello Beauty College","CA","187","455228"
"1241","Monterey Institute Of International Studies","CA","8","21925"
"31057","Monterey Park College","CA","229","489088"
"1242","Monterey Peninsula College","CA","711","1364285"
"31813","Montessori Western Teacher Training Program","CA","1","1800"
"13047","Moro Beauty College","CA","84","222664.73999999999"
"30624","Mount Diablo Adult Education","CA","64","138532"
"1243","Mount Saint Mary'S College","CA","868","2201454.2799999998"
"1245","Mount San Antonio College","CA","3145","7313769.79"
"1246","Mt San Jacinto College","CA","2720","5183331.7199999997"
"31287","Mt. Sierra College","CA","584","1281547.6699999999"
"17062","Mti Business College","CA","185","455333.71000000002"
"8680","Mti College Of Business And Technology","CA","539","1114174.3799999999"
"15238","Musicians Institute","CA","245","426324"
"34583","My Le'S Beauty College","CA","115","230845.10000000001"
"1247","Napa Valley College","CA","685","1441713"
"16968","National Hispanic University","CA","140","275669"
"17063","National Holistic Institute","CA","225","507437.34000000003"
"31096","National Institute Of Technology","CA","173","293782"
"12873","National Institute Of Technology","CA","2347","4318570.7199999997"
"11460","National University - La Jolla","CA","1707","3585538"
"10831","New College Of California","CA","129","288632.96999999997"
"7130","Newberry Schools Of Beauty","CA","67","115436"
"25842","Newbridge College","CA","351","749198.12"
"30439","Newschool Of Architecture And Design","CA","31","57456"
"7187","North Adrian'S Beauty College","CA","42","92846"
"25916","North-West College","CA","147","352460"
"12872","North-West College","CA","280","695277"
"11707","North-West College","CA","642","1672942"
"33993","Northwestern Technical College","CA","257","487651.45000000001"
"1179","Notre Dame De Namur University","CA","250","591287"
"1249","Occidental College","CA","474","1274408"
"4481","Ohlone College","CA","620","1240382"
"1250","Orange Coast College","CA","2754","6793114.4699999997"
"1251","Otis College Of Art And Design","CA","336","897979.12"
"32993","Pacific College","CA","153","321729.63"
"30277","Pacific College Of Oriental Medicine","CA","23","36817"
"1255","Pacific Oaks College","CA","120","159191"
"1258","Pacific Union College","CA","494","1159649.46"
"1259","Palo Verde College","CA","264","585648"
"1260","Palomar College","CA","1263","2476438"
"17004","Palomar Institute Of Cosmetology","CA","88","138337.09"
"15919","Paramount School Of Beauty","CA","91","247920"
"13571","Paris Beauty College","CA","44","117108"
"1261","Pasadena City College","CA","4502","10098891.33"
"4490","Patten College","CA","178","477996"
"34793","Pci Professional Career Institute","CA","59","91472"
"1264","Pepperdine University","CA","516","1164083.5"
"1172","Pitzer College","CA","225","573516"
"26203","Platt College","CA","158","330786"
"30399","Platt College","CA","240","576976.77000000002"
"30627","Platt College - Los Angeles","CA","608","1401648"
"15180","Platt College, San Diego","CA","298","636620.29000000004"
"1262","Point Loma Nazarene University","CA","543","1214037"
"15017","Pomona Adult School","CA","136","159883"
"1173","Pomona College","CA","186","463068"
"16644","Poway Academy Of Hair Design","CA","108","192621.04999999999"
"11626","Practical Schools","CA","36","61361.330000000002"
"33933","Precision Technical Institute","CA","30","56296"
"31258","Premiere Career College","CA","157","346029.76000000001"
"33673","Professional Golfers Career College","CA","15","24715.400000000001"
"12984","Professional Institute Of Beauty","CA","127","321642"
"1308","Reedley College","CA","4148","8174340.2699999996"
"7203","Richards Beauty Colleges","CA","16","30363"
"31433","Right Way Adult Learning Centers (The)","CA","37","65594"
"1269","Rio Hondo Community College","CA","3155","6743418.7800000003"
"1270","Riverside Community College","CA","5439","9854232.7300000004"
"12942","Rosemead Beauty School","CA","261","702309"
"33303","Ross Business Institute","CA","4","9634"
"30541","Royale College Of Beauty","CA","118","185621"
"1233","Sacramento City College","CA","3742","8563021.3499999996"
"8918","Saddleback College","CA","971","1927453.9099999999"
"33593","Saint Francis Career College","CA","103","271085"
"1299","Saint John'S Seminary","CA","47","141158"
"1302","Saint Mary'S College Of California","CA","703","1624461.3799999999"
"13095","Salon Success Academy","CA","20","38218"
"26193","Samra University Of Oriental Medicine","CA","17","37906"
"7012","Samuel Merritt College","CA","117","298117"
"1272","San Bernardino Valley College","CA","4743","10043977.300000001"
"1273","San Diego City College","CA","4175","8447285.5800000001"
"15825","San Diego Community College Centers For Education And Technology","CA","141","201497"
"15609","San Diego Golf Academy","CA","207","476073"
"1275","San Diego Mesa College","CA","2992","6512708.6699999999"
"14172","San Diego Miramar College","CA","807","1661823.6899999999"
"1151","San Diego State University","CA","9178","23235986.859999999"
"7229","San Fernando Beauty Academy","CA","404","1059272"
"3948","San Francisco Art Institute","CA","188","457595"
"12874","San Francisco Community College System Office","CA","4102","8874310.1199999992"
"1278","San Francisco Conservatory Of Music","CA","27","70825"
"1154","San Francisco State University","CA","6952","17851463.289999999"
"16902","San Joaquin College Of Law","CA","3","4125"
"1280","San Joaquin Delta College","CA","5479","11609827.58"
"14741","San Joaquin Valley College","CA","2660","6837222"
"1281","San Jose Christian College","CA","111","208006.57999999999"
"1282","San Jose City College","CA","990","2004705"
"1155","San Jose State University-","CA","6142","15790215.48"
"1284","Santa Ana College","CA","2590","5918096.6399999997"
"9989","Santa Barbara Business College","CA","787","1444744"
"1285","Santa Barbara City College","CA","1506","2989712.6499999999"
"31280","Santa Barbara College Of Oriental Medicine","CA","1","2500"
"1326","Santa Clara University","CA","568","1426516.04"
"1286","Santa Monica College","CA","3378","7047689"
"1287","Santa Rosa Junior College - Santa Rosa","CA","1648","3564480.77"
"1174","Scripps College","CA","112","258575"
"7190","Sequoia Institute","CA","621","1328843.3200000001"
"16802","Shasta Bible College","CA","32","68739.960000000006"
"1289","Shasta College","CA","2596","5217856.5"
"17041","Sierra Academy Of Aeronautics-Airline Training Center","CA","386","714080"
"1290","Sierra College","CA","2447","5023796.1900000004"
"13831","Sierra College Of Beauty","CA","100","211584.04000000001"
"15461","Sierra Valley Business College","CA","117","256549"
"30693","Silicon Valley College-Fremont","CA","1288","2835464.3100000001"
"13233","Simi Valley Adult School & Career Institute","CA","82","192352"
"1291","Simpson College","CA","560","1232822.8400000001"
"4494","Skadron College","CA","954","1896943"
"9509","Skills & Business Education Center","CA","921","1367418.98"
"7713","Skyline College","CA","823","1700434"
"34814","Software Advanced Technologies Institute","CA","334","332671"
"1292","Solano Community College","CA","1294","2438762"
"1156","Sonoma State University","CA","1632","3873628.6899999999"
"26089","Sound Master Recording Engineer School Audio/Video Institute","CA","36","95067.600000000006"
"25973","South Baylo University","CA","60","142817.85999999999"
"16081","South Coast College","CA","211","427235"
"33323","Southern California Bible College And Seminary","CA","35","73300"
"31136","Southern California Institute Of Technology","CA","560","1456204.5"
"1294","Southwestern College","CA","3522","8126445"
"1305","Stanford University","CA","855","2149558"
"31081","Summit Career College","CA","642","1747253.45"
"1309","Taft College","CA","302","672393.33999999997"
"15795","Thanh Le College, School Of Cosmetology","CA","114","310904"
"14073","The Southern California Institute Of Architecture","CA","60","178806"
"31243","Today'S Training Center","CA","142","462264"
"7926","Travel & Trade Career Institute","CA","325","617262"
"16799","Travel University International","CA","89","189240.76999999999"
"16801","Trinity College - Golden State Business College","CA","777","1866062.78"
"34033","Trinity Life Bible College","CA","91","147720"
"12317","Tulare Beauty College","CA","37","91302"
"36143","United Beauty College","CA","21","19403.950000000001"
"17169","United Education Institute -","CA","4783","9732832.9700000007"
"12446","Universal College Of Beauty","CA","178","410381"
"1314","University Of California - Irvine","CA","5591","15561722.42"
"1321","University Of California - Santa Cruz","CA","3230","8247701"
"1312","University Of California, Berkeley","CA","7549","18494109.48"
"1313","University Of California, Davis","CA","6080","16472422.119999999"
"1315","University Of California, Los Angeles","CA","8887","23786864.859999999"
"1316","University Of California, Riverside","CA","5671","15579277"
"1317","University Of California, San Diego (Ucsd)","CA","4956","13799256.66"
"1319","University Of California, San Francisco","CA","8","29450"
"1320","University Of California, Santa Barbara","CA","4395","11622232"
"2741","University Of Judaism","CA","36","52163"
"1216","University Of La Verne -","CA","1430","3025190.8799999999"
"1322","University Of Redlands","CA","757","1837350.45"
"10395","University Of San Diego","CA","836","2056132.51"
"1325","University Of San Francisco","CA","1010","2499508.8300000001"
"1328","University Of Southern California","CA","3868","9863825"
"1329","University Of The Pacific","CA","1192","3240120.0800000001"
"9170","University Of West Los Angeles","CA","25","25396"
"34414","Valley Career College","CA","267","400528.08000000002"
"1293","Vanguard University Of Southern California","CA","492","1092621.8400000001"
"30847","Ventura Adult And Continuing Education","CA","121","248836"
"6863","Ventura County Community College District Office","CA","3834","8630084.8800000008"
"13637","Victor Valley Beauty College","CA","114","276842"
"1335","Victor Valley Community College","CA","3495","7103577.1799999997"
"31505","Virginia Sewing Machines And School Center","CA","120","274113"
"14311","Vista Community College","CA","944","1718094.45"
"36393","West Coast Ultrasound Institute","CA","6","4799"
"1176","West Hills Community College","CA","1530","3123790.4399999999"
"8596","West Los Angeles College","CA","1469","3198724"
"1338","West Valley College","CA","745","1474908.1799999999"
"30623","Westech College","CA","123","289831.15000000002"
"9748","Western Career College","CA","1985","3401060.3799999999"
"31230","Western Institute Of Science And Health","CA","57","81009"
"1341","Westmont College","CA","193","452356"
"25964","Westwood College Of Aviation Technology","CA","522","1325531.78"
"30727","Westwood College Of Technology","CA","1019","2409369.71"
"1342","Whittier College","CA","410","1083945"
"1343","Woodbury University","CA","601","1467280.1499999999"
"15975","Yeshiva Ohr Elchonon Chabad-West Coast Talmudical Seminary","CA","51","161950"
"1344","Yuba College","CA","3480","7203010.2000000002"
"15264","Academy Of Beauty Culture","CO","73","188996"
"1345","Adams State College","CO","974","2424085"
"7582","Aims Community College","CO","947","1934337"
"13576","Americana Beauty College #2","CO","104","175628.29999999999"
"1346","Arapahoe Community College","CO","952","1715600"
"13961","Art Institute Of Colorado (The)","CO","1782","3451207.1699999999"
"13974","Artistic Beauty Colleges-Denver","CO","58","131372"
"10709","Artistic Beauty Colleges-Lakewood","CO","95","177452"
"15215","Artistic Beauty Colleges-Thornton","CO","65","135835"
"12670","Bel-Rea Institute Of Animal Technology","CO","246","458530.22999999998"
