"PELLID","Institution","City","State","Recipients","Awards"
"9543","Red Rocks Community College","Lakewood","CO","806","1212644.3400000001"
"1363","Regis University","Denver","CO","726","1136243.03"
"10732","San Juan Basin Area Vocational Technical School","Mancos","CO","140","284925"
"12875","T H Pickens Technical Center of The Aurora Public Sch","Aurora","CO","94","150055"
"1360","The Metropolitan State College of Denver","Denver","CO","4024","6853915.6200000001"
"1368","Trinidad State Junior College","Trinidad","CO","1082","2044154"
"1370","University of Colorado at Boulder","Boulder","CO","3163","6258317.0999999996"
"4509","University of Colorado at Colorado Springs","Colorado Springs","CO","1254","2292425"
"6740","University of Colorado at Denver","Denver","CO","1514","2864079.8199999998"
"4508","University of Colorado Health Sciences Center","Denver","CO","130","320949"
"1371","University of Denver","Denver","CO","522","816113.5"
"1349","UNIVERSITY OF NORTHERN COLORADO","Greeley","CO","1973","3496763.25"
"1365","University of Southern Colorado","Pueblo","CO","1984","3478021.3599999999"
"1372","Western State College of Colorado","Gunnison","CO","547","1059812"
"9822","Albert I Prince Regional Vocational Technical School","Hartford","CT","12","26926"
"1374","Albertus Magnus College","New Haven","CT","267","476102"
"11150","Asnuntuck Community College","Enfield","CT","160","220517"
"14369","Bais Binyomin Academy","Stamford","CT","31","91599"
"6181","Bridgeport Hospital School of Nursing","Bridgeport","CT","39","64667"
"11496","Bullard - Havens Regional Vocational Technical School","Bridgeport","CT","39","61852"
"7635","Capital Community College","Hartford","CT","1004","1367272.5900000001"
"1378","Central Connecticut State University","New Britain","CT","1345","2403420.0600000001"
"1379","Connecticut College","New London","CT","226","441326.04999999999"
"33813","Connecticut Training Center","East Hartford","CT","117","166056"
"15834","E C Goodwin Regional Vocational Technical School","New Britain","CT","19","39030"
"1425","Eastern Connecticut State University","Willimantic","CT","952","1709710"
"13514","Eli Whitney Regional Vocational Technical School","Hamden","CT","27","52950"
"15635","Ella T Grasso Southeastern Regional Vocational Technical School","Hartford","CT","5","10051"
"1385","Fairfield University","Fairfield","CT","260","501994"
"6981","Gateway Community College","New Haven","CT","811","1176979.5900000001"
"14873","H C Wilcox Regional Vocational Technical School","Meriden","CT","1","3125"
"9065","Hartford School of Music (The)","Hartford","CT","12","21278"
"13265","Harvard H Ellis Regional Vocational Technical School","Danielson","CT","10","21016"
"13264","Henry Abbott Regional Vocational Technical School","Danbury","CT","8","17022"
"1389","Holy Apostles College & Seminary","Cromwell","CT","3","8325"
"4513","Housatonic Community College","Bridgeport","CT","1069","1360257.8899999999"
"15835","Howell Cheney Regional Vocational-Technical School","Manchester","CT","13","21384"
"9291","J. M. Wright Regional Vocational - Technical School","Stamford","CT","11","22078"
"30794","Lyme Academy of Fine Arts","Old Lyme","CT","15","21729.5"
"1392","Manchester Community College","Manchester","CT","847","1195386.6299999999"
"8038","Middlesex Community College","Middletown","CT","251","216440"
"1393","Mitchell College","New London","CT","162","304536"
"6982","Naugatuck Valley Community College","Waterbury","CT","671","935426.09999999998"
"1398","Northwestern Connecticut Community College","Winsted","CT","132","182360"
"1399","Norwalk Community College","Norwalk","CT","685","1054312"
"11843","Norwich Regional Vocational Technical School","Norwich","CT","9","16295"
"25650","Platt Regional Vocational Technical School","Milford","CT","14","33400"
"10530","Quinebaug Valley Community College","Danielson","CT","430","533092.5"
"1402","Quinnipiac College","Hamden","CT","455","792618"
"1403","Sacred Heart University","Fairfield","CT","478","888837.15000000002"
"1409","Saint Joseph College","Hartford","CT","227","411160.04999999999"
"1406","Southern Connecticut State University","New Haven","CT","1220","2242992.3199999998"
"6191","St Vincent's College","Bridgeport","CT","50","65042"
"1401","Teikyo Post University","Waterbury","CT","220","487316"
"9765","Three Rivers Community College","Norwich","CT","578","735552.81999999995"
"1414","Trinity College","Hartford","CT","267","489507"
"9764","Tunxis Community College","Farmington","CT","471","632926"
"1416","UNIVERSITY OF BRIDGEPORT","Bridgeport","CT","329","686289.76000000001"
"1417","University of Connecticut","Storrs","CT","2225","4320528.6900000004"
"1422","University of Hartford","West Hartford","CT","713","1304552.5"
"1397","University of New Haven- University of New Haven","West Haven","CT","492","865442"
"11697","Vinal Regional Vocational - Technical School","Middletown","CT","8","11738"
"14603","W F Kaynor Regional Vocational Technical School","Waterbury","CT","9","19658"
"1424","Wesleyan University","Middletown","CT","413","870802.06000000006"
"1380","Western Connecticut State University","Danbury","CT","638","1164713"
"16003","Windham Community Memorial Hospital Program Of Radiologic Technology","Willimantic","CT","6","13025"
"7311","Windham Regional Vocational Technical School","Willimantic","CT","9","16014"
"1426","YALE UNIVERSITY","New Haven","CT","631","1345505"
"1434","American University","Washington","DC","717","1384143.4299999999"
"1437","Catholic University of America","Washington","DC","364","717717"
"11950","CORCORAN COLLEGE OF ART AND DESIGN","Washington","DC","124","265352"
"1443","Gallaudet University","Washington","DC","417","777832.5"
"1444","George Washington University","Washington","DC","874","1675104"
"1445","Georgetown University","Washington","DC","699","1484386.26"
"12665","Harrison Center for Career Education","Washington","DC","70","143195"
"1448","Howard University","Washington","DC","2118","4629697.6900000004"
"14941","National Conservatory of Dramatic Arts","Washington","DC","4","8512"
"1456","Southeastern University","Washington","DC","222","381703"
"1460","Trinity College","Washington","DC","434","804660"
"7015","University of the District of Columbia","Washington","DC","1191","2123377.04"
"21252","Beebe School of Nursing","Lewes","DE","8","20563"
"1428","Delaware State University","Dover","DE","1224","2497034.6800000002"
"11387","DELAWARE TECHNICAL & COMMUNITY COLLEGE","Wilmington","DE","1106","1526563.48"
"11727","DELAWARE TECHNICAL & COMMUNITY COLLEGE","Dover","DE","615","828583.29000000004"
"7053","Delaware Technical & Community College - Owens Campus","Georgetown","DE","1234","1640308.04"
"1429","Goldey Beacom College","Wilmington","DE","163","290549"
"1431","University of Delaware","Newark","DE","1454","2492499"
"1433","Wesley College","Dover","DE","379","710045"
"7948","Wilmington College","New Castle","DE","466","754348.66000000003"
"33463","Academy for Practical Nursing and Health Occupation","West Palm Beach","FL","237","343409"
"12263","Atlantic Vocational Technical Center","Coconut Creek","FL","170","298479"
"1466","Barry University","Miami Shores","FL","1559","2844315.3300000001"
"1467","Bethune Cookman College","Daytona Beach","FL","1895","4422423"
"1470","Brevard Community College","Cocoa","FL","2378","4131163"
"1500","Broward Community College","Fort Lauderdale","FL","6713","11680309"
"1471","Central Florida Community College","Ocala","FL","1699","2823557.0099999998"
"16165","Charlotte Vocational Technical Center","Port Charlotte","FL","137","227510"
"1472","Chipola Junior College","Marianna","FL","552","1029982"
"16839","City College","Fort Lauderdale","FL","1059","1773719"
"30799","City College","Casselberry","FL","243","348226"
"15025","Clearwater Christian College","Clearwater","FL","210","377343"
"5594","D. G. Erwin Technical Center","Tampa","FL","638","766611.55000000005"
"1475","Daytona Beach Community College","Daytona Beach","FL","3847","6150864"
"1487","Eckerd College","Saint Petersburg","FL","445","820318"
"1477","Edison Community College","Fort Myers","FL","1755","2929507.2599999998"
"1478","Edward Waters College","Jacksonville","FL","545","1292175.75"
"1479","Embry-Riddle Aeronautical University","Daytona Beach","FL","2250","3744829.9700000002"
"12544","First Coast Technical Institute","Saint Augustine","FL","171","187430.5"
"7893","Flagler College","Saint Augustine","FL","366","624363"
"1480","Florida Agricultural & Mechanical Univ","Tallahassee","FL","4718","10455235.710000001"
"1481","Florida Atlantic University","Boca Raton","FL","3863","7242996.5899999999"
"13001","Florida Baptist Theological College","Graceville","FL","327","689391.5"
"15192","Florida Christian College","Kissimmee","FL","97","181086"
"1482","Florida College","Temple Terrace","FL","97","182959.45999999999"
"1484","Florida Community College at Jacksonville","Jacksonville","FL","5107","8538951.8000000007"
"32553","Florida Gulf Coast University","Fort Myers","FL","650","1198024.9399999999"
"31155","Florida Hospital College of Health Sciences","Orlando","FL","182","321741"
"1469","Florida Institute of Technology","Melbourne","FL","426","830886"
"9635","Florida International University","Miami","FL","6924","13041419.91"
"1485","Florida Keys Community College","Key West","FL","207","336362"
"1486","Florida Memorial College","Miami","FL","1610","3806527.8399999999"
"1488","Florida Southern College","Lakeland","FL","499","957867.93999999994"
"1489","Florida State University","Tallahassee","FL","6115","11927142.289999999"
"16280","George Stone Area Vocational Technical Center","Pensacola","FL","347","437028.27000000002"
"30798","George T Baker Aviation School","Miami","FL","156","187337"
"1490","Gulf Coast Community College","Panama City","FL","2017","3017020.1400000001"
"15158","HENRY W. BREWSTER TECHNICAL CENTER","Tampa","FL","134","145168.45000000001"
"7870","Hillsborough Community College","Tampa","FL","4022","6871454.5899999999"
"15463","Hobe Sound Bible College","Hobe Sound","FL","36","69518.5"
"1493","Indian River Community College","Fort Pierce","FL","1564","2637167"
"30375","International College","Naples","FL","587","1047295"
"34114","INTERNATIONAL TRAINING CAREERS","MIAMI","FL","71","125208"
"1495","Jacksonville University","Jacksonville","FL","505","963917.70999999996"
"1497","Jones College","Jacksonville","FL","649","1068896"
"1501","Lake City Community College","Lake City","FL","633","1108654"
"13000","Lake Technical Center","Eustis","FL","125","174954"
"1502","Lake-Sumter Community College","Leesburg","FL","604","960163.07999999996"
"7558","Lee County High Technical Center Central","Fort Myers","FL","174","293083"
"31583","Lee County High Technical Center North","Cape Coral","FL","75","100922"
"5586","Lindsey Hopkins Technical Education","Miami","FL","191","235845"
"13997","Lively Technical Center","Tallahassee","FL","247","328939"
"13234","Lorenzo Walker Institute of Technology","Naples","FL","70","129932"
"1505","Lynn University","Boca Raton","FL","280","568831"
"1504","Manatee Community College","Bradenton","FL","2201","3655995.3300000001"
"15496","Manattee Technical Institute","Bradenton","FL","193","289086.79999999999"
"31039","Marion County School of Radiologic Technology Education Center","Ocala","FL","19","50351"
"30996","Mercy Hospital School of Practical Nursing","Miami","FL","22","48152.389999999999"
"16400","Miami Lakes Technical Education Center","Miami Lakes","FL","236","286873"
"1506","Miami-Dade Community College","Miami","FL","23983","43482335.07"
"1508","North Florida Community College","Madison","FL","412","786117.5"
"13175","North Technical Education Center","Riviera Beach","FL","60","85775"
"1509","Nova Southeastern University","Fort Lauderdale","FL","1456","2768104"
"32303","Okaloosa Applied Technology Center","Fort Walton Beach","FL","109","164514.45000000001"
"1510","Okaloosa Walton Community College","Niceville","FL","1397","2134096.8300000001"
"14719","Orange Technical Education Centers - Orlando Technical","Orlando","FL","220","342357"
"15036","Orange Technical Education Centers - Westside Tech","Winter Garden","FL","70","91128.100000000006"
"16875","OTEC Mid-Florida Technical Institute","Orlando","FL","123","143194"
"16837","OTEC Winter Park Tech","Winter Park","FL","167","215910.39999999999"
"8849","Palm Beach Atlantic College","West Palm Beach","FL","587","1121752.46"
"1512","Palm Beach Community College","Lake Worth","FL","2671","4317089.1399999997"
"10652","Pasco-Hernando Community College","Dade City","FL","1891","3086817.0600000001"
