"OPEID","NAME","CITY","STATE","Type & Control","Recipients","Awards"
"205100","SAINT JOSEPH'S COLLEGE","STANDISH","ME","Private 4 Year","435","1460730"
"3429300","SEACOAST CAREER SCHOOLS","SANFORD","ME","Proprietary 2 Year","979","3089836"
"552500","SOUTHERN MAINE COMMUNITY  COLLEGE","SOUTH PORTLAND","ME","Public 2 Year","3280","11380173"
"2104400","SPA TECH INSTITUTE","WESTBROOK","ME","Proprietary 2 Year","423","1230961"
"205200","THOMAS COLLEGE","WATERVILLE","ME","Private 4 Year","403","1556856"
"685800","UNITY COLLEGE","UNITY","ME","Private 4 Year","283","1176961"
"205300","UNIVERSITY OF MAINE","ORONO","ME","Public 4 Year","3217","12809366"
"676000","UNIVERSITY OF MAINE-AUGUSTA","AUGUSTA","ME","Public 4 Year","3469","12145466"
"204000","UNIVERSITY OF MAINE-FARMINGTON","FARMINGTON","ME","Public 4 Year","1041","4104534"
"204100","UNIVERSITY OF MAINE-FORT KENT","FORT KENT","ME","Public 4 Year","365","1434146"
"205500","UNIVERSITY OF MAINE-MACHIAS","MACHIAS","ME","Public 4 Year","402","1669621"
"203300","UNIVERSITY OF MAINE-PRESQUE ISLE","PRESQUE ISLE","ME","Public 4 Year","598","2428770"
"205000","UNIVERSITY OF NEW ENGLAND","BIDDEFORD","ME","Private 4 Year","697","2756934"
"205400","UNIVERSITY OF SOUTHERN MAINE","PORTLAND","ME","Public 4 Year","2927","10915064"
"923100","WASHINGTON COUNTY COMMUNITY COLLEGE","CALAIS","ME","Public 2 Year","316","1314491"
"3122900","YORK COUNTY COMMUNITY COLLEGE","WELLS","ME","Public 2 Year","809","2711244"
"3022400","COLLEGE OF THE MARSHALL ISLANDS","MAJURO","MH","Public 2 Year","1079","4224663"
"4183300","ABCOTT INSTITUTE","SOUTHFIELD","MI","Proprietary 2 Year","27","70952"
"223400","ADRIAN COLLEGE","ADRIAN","MI","Private 4 Year","720","2852682"
"223500","ALBION COLLEGE","ALBION","MI","Private 4 Year","403","1499096"
"223600","ALMA COLLEGE","ALMA","MI","Private 4 Year","496","1790849"
"223700","ALPENA COMMUNITY COLLEGE","ALPENA","MI","Public 2 Year","1469","5434838"
"223800","ANDREWS UNIVERSITY","BERRIEN SPRINGS","MI","Private 4 Year","735","3181860"
"3976500","ANN ARBOR INSTITUTE OF MASSAGE THERAPY","ANN ARBOR","MI","Proprietary 2 Year","53","139597"
"223900","AQUINAS COLLEGE","GRAND RAPIDS","MI","Private 4 Year","790","2852648"
"467300","BAKER COLLEGE - FLINT","FLINT","MI","Private 4 Year","34454","109841311"
"224000","BAY DE NOC COMMUNITY COLLEGE","ESCANABA","MI","Public 2 Year","1856","6671244.9999999898"
"3066600","BAY MILLS COMMUNITY COLLEGE","BRIMLEY","MI","Public 2 Year","431","1591605"
"2285700","BAYSHIRE BEAUTY ACADEMY","BAY CITY","MI","Proprietary 2 Year","112","376230"
"3704300","BLUE WATER COLLEGE OF COSMETOLOGY","MARYSVILLE","MI","Proprietary 2 Year","60","223346"
"224100","CALVIN COLLEGE","GRAND RAPIDS","MI","Private 4 Year","1016","3877139"
"3915300","CAREER QUEST LEARNING CENTER","LANSING","MI","Proprietary 2 Year","966","3486378"
"761700","CARNEGIE INSTITUTE","TROY","MI","Proprietary 2 Year","279","815532"
"224300","CENTRAL MICHIGAN UNIVERSITY","MOUNT PLEASANT","MI","Public 4 Year","7747","30298563"
"226100","CHARLES STEWART MOTT COMMUNITY CLG","FLINT","MI","Public 2 Year","9054","32456951.999999899"
"224600","CLEARY UNIVERSITY","ANN ARBOR","MI","Private 4 Year","310","930824"
"677100","COLLEGE FOR CREATIVE STUDIES","DETROIT","MI","Private 4 Year","538","2026750"
"4163300","COMPASS FILM ACADEMY","GRAND RAPIDS","MI","Private 2 Year","12","58375"
"224700","CONCORDIA UNIVERSITY-ANN ARBOR","ANN ARBOR","MI","Private 4 Year","181","721622"
"226600","CORNERSTONE UNIVERSITY","GRAND RAPIDS","MI","Private 4 Year","1112","4332494"
"224900","DAVENPORT UNIVERSITY","GRAND RAPIDS","MI","Private 4 Year","7982","26401880.000000101"
"1082700","DAVID PRESSLEY PROF SCH OF COSMTLGY","ROYAL OAK","MI","Proprietary 2 Year","189","766388"
"225100","DELTA COLLEGE","UNIVERSITY CENTER","MI","Public 2 Year","6690","21298396"
"3005700","DETROIT BUSINESS INST. DOWNRIVER","RIVERVIEW","MI","Proprietary 2 Year","167","610475"
"469200","DORSEY SCHOOL OF BUSINESS","SOUTHGATE","MI","Proprietary 2 Year","2444","8603678"
"469201","DORSEY SCHOOL OF BUSINESS","WAYNE","MI","Proprietary 2 Year","400","1325116"
"469202","DORSEY SCHOOL OF BUSINESS","MADISON HEIGHTS","MI","Proprietary 2 Year","352","1209112"
"2588200","DOUGLAS J AVEDA INSTITUTE","EAST LANSING","MI","Proprietary 2 Year","712","3095585"
"225900","EASTERN MICHIGAN UNIVERSITY","YPSILANTI","MI","Public 4 Year","8684","35362823"
"817800","EMPIRE BEAUTY SCHOOL","GRAND RAPIDS","MI","Proprietary 2 Year","593","2385386"
"982800","EVEREST INSTITUTE","SOUTHFIELD","MI","Proprietary 2 Year","5502","19798601.999999899"
"2100400","EVEREST INSTITUTE","GRAND RAPIDS","MI","Proprietary 2 Year","2649","9280722.9999999907"
"226000","FERRIS STATE UNIVERSITY","BIG RAPIDS","MI","Public 4 Year","6080","25696026.000000201"
"232200","FINLANDIA UNIVERSITY","HANCOCK","MI","Private 4 Year","454","1836534"
"2068700","FISER'S COLLEGE OF COSMETOLOGY","ADRIAN","MI","Proprietary 2 Year","25","102183"
"1109800","FLINT INSTITUTE OF BARBERING","FLINT","MI","Proprietary 2 Year","59","292535"
"4141100","FRENCH ACADEMY OF COSMETOLOGY","SPRING LAKE","MI","Proprietary 2 Year","73","313664"
"4121100","GALLERY COLLEGE OF BEAUTY (THE)","CLINTON TOWNSHIP","MI","Proprietary 2 Year","289","923667"
"226300","GLEN OAKS COMMUNITY COLLEGE","CENTREVILLE","MI","Public 2 Year","900","3486554"
"226400","GOGEBIC COMMUNITY COLLEGE","IRONWOOD","MI","Public 2 Year","775","2727473"
"226500","GRACE BIBLE COLLEGE","GRAND RAPIDS","MI","Private 4 Year","172","621605"
"226700","GRAND RAPIDS COMMUNITY COLLEGE","GRAND RAPIDS","MI","Public 2 Year","10721","34148959.000000201"
"226800","GRAND VALLEY STATE UNIVERSITY","ALLENDALE","MI","Public 4 Year","7690","31297458"
"226900","GREAT LAKES CHRISTIAN COLLEGE","LANSING","MI","Private 4 Year","145","548313"
"227000","HENRY FORD COMMUNITY COLLEGE","DEARBORN","MI","Public 2 Year","12895","47073140"
"2595700","HILLSDALE BEAUTY COLLEGE","HILLSDALE","MI","Proprietary 2 Year","23","108200"
"227300","HOPE COLLEGE","HOLLAND","MI","Private 4 Year","729","2762395"
"3109700","HOUGHTON LAKE INST OF COSMETOLOGY","HOUGHTON LAKE","MI","Proprietary 2 Year","23","81605"
"3815300","IN SESSION-ARTS OF COSMETOLOGY BEAU","SAGINAW","MI","Proprietary 2 Year","131","503054"
"4140900","INTERNATIONAL COSMETOLOGY ACADEMY","GRAND RAPIDS","MI","Proprietary 2 Year","117","474142"
"3588300","IRENE'S MYOMASSOLOGY INSTITUTE","SOUTHFIELD","MI","Proprietary 2 Year","194","509185"
"732991","ITT TECHNICAL INSTITUTE","WYOMING","MI","Proprietary 4 Year","3549","16290364"
"227400","JACKSON COMMUNITY COLLEGE","JACKSON","MI","Public 2 Year","5616","19439995"
"1047000","KALAMAZOO BEAUTY ACADEMY","PORTAGE","MI","Proprietary 2 Year","65","235043"
"227500","KALAMAZOO COLLEGE","KALAMAZOO","MI","Private 4 Year","236","949188"
"694900","KALAMAZOO VALLEY COMMUNITY COLLEGE","KALAMAZOO","MI","Public 2 Year","6742","21400189"
"227600","KELLOGG COMMUNITY COLLEGE","BATTLE CREEK","MI","Public 2 Year","4005","13515516"
"226200","KETTERING UNIVERSITY","FLINT","MI","Private 4 Year","458","1725684"
"4164700","KEWEENAW BAY OJIBWA COMMUNITY COLLEGE","BARAGA","MI","Public 2 Year","39","103337"
"717100","KIRTLAND COMMUNITY COLLEGE","ROSCOMMON","MI","Public 2 Year","1519","4985351"
"231100","KUYPER COLLEGE","GRAND RAPIDS","MI","Private 4 Year","177","673549"
"227700","LAKE MICHIGAN COLLEGE","BENTON HARBOR","MI","Public 2 Year","2737","9502717.9999999907"
"229300","LAKE SUPERIOR STATE UNIVERSITY","SAULT STE. MARIE","MI","Public 4 Year","1192","4878910.0000000102"
"3968300","LAKEWOOD SCHOOL OF THERAPEUTIC MASSAGE","PORT HURON","MI","Proprietary 2 Year","28","73296"
"227800","LANSING COMMUNITY COLLEGE","LANSING","MI","Public 2 Year","11364","36701370.999999903"
"227900","LAWRENCE TECHNOLOGICAL UNIVERSITY","SOUTHFIELD","MI","Private 4 Year","683","2513952"
"3028500","LAWTON SCHOOL","SOUTHFIELD","MI","Proprietary 2 Year","253","1063296"
"4158400","L'ESPRIT ACADEMY","LIVONIA","MI","Proprietary 2 Year","64","259680"
"1321800","M J MURPHY BTY CLG MT PLEASANT","MOUNT PLEASANT","MI","Proprietary 2 Year","92","345470"
"890600","MACOMB COMMUNITY COLLEGE","WARREN","MI","Public 2 Year","9922","28693774.000000101"
"228200","MADONNA UNIVERSITY","LIVONIA","MI","Private 4 Year","1263","4675226"
"4159300","MARKETTI ACADEMY OF COSMETOLOGY","WATERFORD","MI","Proprietary 2 Year","37","152775"
"228400","MARYGROVE COLLEGE","DETROIT","MI","Private 4 Year","864","3722962"
"2361500","MICHIGAN BARBER COLLEGE","DETROIT","MI","Private 2 Year","205","960103.00000000105"
"2618400","MICHIGAN CAREER & TECHNICAL INST","PLAINWELL","MI","Public 2 Year","244","758986"
"2125600","MICHIGAN COLLEGE OF BEAUTY","TROY","MI","Proprietary 2 Year","323","1327854"
"2324500","MICHIGAN COLLEGE OF BEAUTY","MONROE","MI","Proprietary 2 Year","131","391139"
"2060300","MICHIGAN INSTITUTE OF AERONAUTICS","CANTON","MI","Proprietary 2 Year","971","5222805"
"3284300","MICHIGAN JEWISH INSTITUTE","OAK PARK","MI","Private 4 Year","1271","7937645"
"229000","MICHIGAN STATE UNIVERSITY","EAST LANSING","MI","Public 4 Year","9490","43452564"
"229200","MICHIGAN TECHNOLOGICAL UNIV","HOUGHTON","MI","Public 4 Year","1617","6322555"
"676800","MID MICHIGAN COMMUNITY COLLEGE","HARRISON","MI","Public 2 Year","3573","12563735"
"229400","MONROE COUNTY COMMUNITY CLG","MONROE","MI","Public 2 Year","2078","6301105"
"229500","MONTCALM COMMUNITY COLLEGE","SIDNEY","MI","Public 2 Year","1506","4596667.0000000102"
"2158600","MR BELA'S SCHOOL OF COSMETOLOGY","WARREN","MI","Proprietary 2 Year","125","460407"
"229700","MUSKEGON COMMUNITY COLLEGE","MUSKEGON","MI","Public 2 Year","3120","9918457"
"229900","NORTH CENTRAL MICHIGAN COLLEGE","PETOSKEY","MI","Public 2 Year","1704","5598587"
"230100","NORTHERN MICHIGAN UNIVERSITY","MARQUETTE","MI","Public 4 Year","3711","15066099"
"230200","NORTHWESTERN MICHIGAN COLLEGE","TRAVERSE CITY","MI","Public 2 Year","2812","8768686.9999999795"
"3124000","NORTHWESTERN TECHNOLOGICAL INST","SOUTHFIELD","MI","Proprietary 2 Year","548","2060357"
"407200","NORTHWOOD UNIVERSITY","MIDLAND","MI","Private 4 Year","1887","7202765"
"4006300","NUVO COLLEGE OF COSMETOLOGY","NORTON SHORES","MI","Proprietary 2 Year","70","295822"
"230300","OAKLAND COMMUNITY COLLEGE","BLOOMFIELD HILLS","MI","Public 2 Year","2677","8595137.0000000093"
"230304","OAKLAND COMMUNITY COLLEGE - AUBURN HILLS","AUBURN HILLS","MI","Public 2 Year","3299","10835811"
"230305","OAKLAND COMMUNITY COLLEGE - HIGHLAND LAK","WATERFORD","MI","Public 2 Year","2191","6816908.0000000102"
"230301","OAKLAND COMMUNITY COLLEGE - ORCHARD RIDG","FARMINGTON HILLS","MI","Public 2 Year","2099","6800111"
"230302","OAKLAND COMMUNITY COLLEGE - ROYAL OAK CA","ROYAL OAK","MI","Public 2 Year","3061","9930996.9999999702"
"230700","OAKLAND UNIVERSITY","ROCHESTER","MI","Public 4 Year","5040","20257775"
"230800","OLIVET COLLEGE","OLIVET","MI","Private 4 Year","672","2906904"
"4014300","P&A SCHOLARS BEAUTY SCHOOL","DETROIT","MI","Proprietary 2 Year","261","1080468"
"3490300","PAUL MITCHELL THE SCHOOL ESCANABA","ESCANABA","MI","Proprietary 2 Year","338","1446727"
"3907300","PAUL MITCHELL THE SCHOOL GREAT LAKES","PORT HURON","MI","Proprietary 2 Year","88","399512"
"894600","PORT HURON COSMETOLOGY COLLEGE","WATERFORD","MI","Proprietary 2 Year","40","137544"
"4184700","PROTEGE ACADEMY","EAST LANSING","MI","Proprietary 2 Year","25","113162"
"4094300","ROBERT B. MILLER COLLEGE (THE)","BATTLE CREEK","MI","Private 4 Year","195","580295"
"228800","ROCHESTER COLLEGE","ROCHESTER HILLS","MI","Private 4 Year","561","2207620"
"2099700","ROSS MEDICAL EDUCATION CENTER","FLINT","MI","Proprietary 2 Year","1707","6855687.0000000102"
"2180100","ROSS MEDICAL EDUCATION CENTER","WARREN","MI","Proprietary 2 Year","979","3938476"
"2339700","ROSS MEDICAL EDUCATION CENTER","BRIGHTON","MI","Proprietary 2 Year","1328","5436421"
"2533600","ROSS MEDICAL EDUCATION CENTER","LANSING","MI","Proprietary 2 Year","1128","4638248"
"231300","SACRED HEART MAJOR SEMINARY","DETROIT","MI","Private 4 Year","27","76079"
"3772300","SAGINAW CHIPPEWA TRIBAL COLLEGE","MOUNT PLEASANT","MI","Public 2 Year","47","165144"
"231400","SAGINAW VALLEY STATE UNIV","UNIVERSITY CENTER","MI","Public 4 Year","3872","15581578"
"4169300","SCHOLARS COSMETOLOGY UNIVERSITY","ANN ARBOR","MI","Proprietary 2 Year","9","23299"
"4138400","SCHOOL OF DESIGNING ARTS","BATTLE CREEK","MI","Proprietary 2 Year","55","227893"
"231500","SCHOOLCRAFT COLLEGE","LIVONIA","MI","Public 2 Year","5743","18348515.999999899"
"3090000","SHARP'S ACADEMY OF HAIRSTYLING INC.","FLUSHING","MI","Proprietary 2 Year","48","162311"
"231600","SIENA HEIGHTS UNIVERSITY","ADRIAN","MI","Private 4 Year","1113","4017891"
"231700","SOUTHWESTERN MICHIGAN COLLEGE","DOWAGIAC","MI","Public 2 Year","2225","7782350.0000000102"
"2237800","SPECS HOWARD SCHOOL OF MEDIA ARTS","SOUTHFIELD","MI","Proprietary 2 Year","596","1833283"
"231800","SPRING ARBOR UNIVERSITY","SPRING ARBOR","MI","Private 4 Year","1584","5443783"
"231000","ST. CLAIR COUNTY COMMUNITY COLLEGE","PORT HURON","MI","Public 2 Year","2827","8950009"
"2209200","TAYLORTOWN SCHOOL OF BEAUTY","TAYLOR","MI","Proprietary 2 Year","31","133773"
"3110300","THE SCHOOL OF CREATIVE HAIR DESIGN","COLDWATER","MI","Proprietary 2 Year","73","317962"
"3075200","TWIN CITY BEAUTY COLLEGE","ST JOSEPH","MI","Proprietary 2 Year","247","775274"
"232300","UNIVERSITY OF DETROIT MERCY","DETROIT","MI","Private 4 Year","1045","4063477"
"232500","UNIVERSITY OF MICHIGAN - ANN ARBOR","ANN ARBOR","MI","Public 4 Year","4729","19866586"
"232600","UNIVERSITY OF MICHIGAN-DEARBORN","DEARBORN","MI","Public 4 Year","3201","13252200"
"232700","UNIVERSITY OF MICHIGAN-FLINT","FLINT","MI","Public 4 Year","3369","13916693"
"973200","VIRGINIA FARRELL BEAUTY SCHOOL","SAINT CLAIR SHORE","MI","Proprietary 2 Year","46","189053"
"973400","VIRGINIA FARRELL BEAUTY SCHOOL","FERNDALE","MI","Proprietary 2 Year","103","390513"
"1164600","VIRGINIA FARRELL BEAUTY SCHOOL","WESTLAND","MI","Proprietary 2 Year","84","310881"
"2498300","VIRGINIA FARRELL BEAUTY SCHOOL","LIVONIA","MI","Proprietary 2 Year","69","219755"
"407100","WALSH COLLEGE OF ACCT & BUS ADMN","TROY","MI","Private 4 Year","425","1122257"
"232800","WASHTENAW COMMUNITY COLLEGE","ANN ARBOR","MI","Public 2 Year","6727","22233575"
"923000","WAYNE COUNTY COMMUNITY CLG-DISTRICT","DETROIT","MI","Public 2 Year","20779","68284171"
"232900","WAYNE STATE UNIVERSITY","DETROIT","MI","Public 4 Year","10611","44654207.000000201"
"2491000","WEST MI COLG OF BARBERING & BEAUTY","KALAMAZOO","MI","Proprietary 2 Year","83","342540"
"795000","WEST SHORE COMMUNITY COLLEGE","SCOTTVILLE","MI","Public 2 Year","943","3036057"
"233000","WESTERN MICHIGAN UNIVERSITY","KALAMAZOO","MI","Public 4 Year","7285","31175018.000000101"
"1229100","WRIGHT BEAUTY ACADEMY","BATTLE CREEK","MI","Proprietary 2 Year","77","266987"
"2363800","YESHIVA GEDOLAH OF GREATER DETROIT","OAK PARK","MI","Private 4 Year","41","279514"
"2050300","ACADEMY COLLEGE","BLOOMINGTON","MN","Proprietary 4 Year","190","609650"
"554400","ALEXANDRIA TECHNICAL COLLEGE","ALEXANDRIA","MN","Public 2 Year","1037","3904244"
"4160000","ALLURE SCHOOL OF COSMETOLOGY","RED WING","MN","Proprietary 2 Year","48","225495"
"2514100","AMERICAN INDIAN OPPORTUNITIES CTR","MINNEAPOLIS","MN","Private 2 Year","136","462503"
"735000","ANOKA-HENNEPIN TECHNICAL COLLEGE","ANOKA","MN","Public 2 Year","1308","4271770"
"233200","ANOKA-RAMSEY CC-CAMBRIDGE/COONRAPID","COON RAPIDS","MN","Public 2 Year","3687","10944220"
"1024800","ART INSTITUTES INTL MINNESOTA","MINNEAPOLIS","MN","Proprietary 4 Year","1342","4831720"
"233400","AUGSBURG COLLEGE","MINNEAPOLIS","MN","Private 4 Year","1295","5118878"
"4160500","AVALON SCHOOL OF COSMETOLOGY","WORTHINGTON","MN","Proprietary 2 Year","39","199118"
"2123200","AVEDA INSTITUTE","MINNEAPOLIS","MN","Proprietary 2 Year","223","734449"
"233600","BEMIDJI STATE UNIVERSITY","BEMIDJI","MN","Public 4 Year","1952","7493722.0000000102"
"233700","BETHANY LUTHERAN COLLEGE INC","MANKATO","MN","Private 4 Year","252","962655"
"905800","BETHEL UNIVERSITY","SAINT PAUL","MN","Private 4 Year","1092","3988146"
"735100","BROWN COLLEGE","MENDOTA HEIGHTS","MN","Proprietary 4 Year","1025","4032312"
"3267300","CAPELLA UNIVERSITY","MINNEAPOLIS","MN","Proprietary 4 Year","7744","17397203.000000101"
"234000","CARLETON COLLEGE","NORTHFIELD","MN","Private 4 Year","266","1080369"
"4148800","CENTERPOINT MASSAGE & SHIATSU THERAPY SC","MINNEAPOLIS","MN","Proprietary 2 Year","54","121787"
"233900","CENTRAL LAKES COLG-BRAINERD/STAPLES","BRAINERD","MN","Public 2 Year","2197","8171697.9999999898"
"1054600","CENTURY COLLEGE","WHITE BEAR LAKE","MN","Public 2 Year","5663","17825019"
"234100","COLLEGE OF ST BENEDICT","SAINT JOSEPH","MN","Private 4 Year","486","1869315"
"234300","COLLEGE OF ST SCHOLASTICA","DULUTH","MN","Private 4 Year","1071","4209108"
"746200","COLLEGE OF VISUAL ARTS","ST PAUL","MN","Private 4 Year","114","456722"
"234600","CONCORDIA COLLEGE-MOORHEAD","MOORHEAD","MN","Private 4 Year","748","2682623"
"234700","CONCORDIA UNIVERSITY, ST PAUL, MN","SAINT PAUL","MN","Private 4 Year","675","2611924"
"2159800","COSMETOLOGY CAREERS UNLTD - HIBBING","HIBBING","MN","Proprietary 2 Year","39","180736"
"960000","COSMETOLOGY CAREERS UNLTD-DULUTH","DULUTH","MN","Proprietary 2 Year","51","274116"
"236600","CROSSROADS COLLEGE","ROCHESTER","MN","Private 4 Year","96","389589"
"238300","CROWN COLLEGE","ST BONIFACIUS","MN","Private 4 Year","525","1855368"
"1040200","DAKOTA COUNTY TECHNICAL COLLEGE","ROSEMOUNT","MN","Public 2 Year","1397","4543583"
"989200","DULUTH BUSINESS UNIV, INC.","DULUTH","MN","Proprietary 4 Year","383","1182334"
"464100","DUNWOODY COLLEGE OF TECHNOLOGY","MINNEAPOLIS","MN","Private 4 Year","859","3056084"
"972200","EMPIRE BEAUTY SCHOOL","ST. PAUL","MN","Proprietary 2 Year","332","1462277"
"987000","EMPIRE BEAUTY SCHOOL","BLOOMINGTON","MN","Proprietary 2 Year","370","1566697"
"3129100","FOND DU LAC TRIBAL & COMMUNITY CLG","CLOQUET","MN","Public 2 Year","956","3587949"
"464200","GLOBE UNIVERSITY","WOODBURY","MN","Proprietary 4 Year","4137","13410328"
"235300","GUSTAVUS ADOLPHUS COLLEGE","ST PETER","MN","Private 4 Year","566","2206478"
"235400","HAMLINE UNIVERSITY","ST PAUL","MN","Private 4 Year","718","2910322"
"2097300","HASTINGS BEAUTY SCHOOL","HASTINGS","MN","Proprietary 2 Year","47","227166"
"1049100","HENNEPIN TECHNICAL COLLEGE","BROOKLYN PARK","MN","Public 2 Year","3600","11186151"
"962108","HERZING UNIVERSITY - MINNEAPOLIS","MINNEAPOLIS","MN","Proprietary 4 Year","324","1342268"
"235500","HIBBING COMMUNITY COLLEGE","HIBBING","MN","Public 2 Year","1090","4091271"
"4130200","INST. OF PRODUCTION AND RECORDING","Minneapolis","MN","Proprietary 2 Year","224","835429"
"974000","INVER HILLS COMMUNITY COLLEGE","INVER GROVE HEIGH","MN","Public 2 Year","2429","7133030"
"235600","ITASCA COMMUNITY COLLEGE","GRAND RAPIDS","MN","Public 2 Year","714","2741717"
"575700","LAKE SUPERIOR COLLEGE","DULUTH","MN","Public 2 Year","2289","7522405"
"3096400","LEECH LAKE TRIBAL COLLEGE","CASS LAKE","MN","Public 2 Year","216","688549"
"235800","MACALESTER COLLEGE","ST PAUL","MN","Private 4 Year","342","1361748"
"236100","MARTIN LUTHER COLLEGE","NEW ULM","MN","Private 4 Year","290","965515"
"1173200","MAYO CLINIC, COLLEGE OF MEDICINE","ROCHESTER","MN","Private 4 Year","15","59267"
"3001200","MCNALLY SMITH COLLEGE OF MUSIC","SAINT PAUL","MN","Proprietary 4 Year","272","1140215"
"400900","MESABI RANGE CMNTY & TECH COLLEGE","VIRGINIA","MN","Public 2 Year","857","3395299"
"1037400","METROPOLITAN STATE UNIVERSITY","ST PAUL","MN","Public 4 Year","3137","10740218"
"464500","MINNEAPOLIS BUSINESS COLLEGE","ROSEVILLE","MN","Proprietary 2 Year","380","1875885"
"236500","MINNEAPOLIS COLLEGE OF ART & DESIGN","MINNEAPOLIS","MN","Private 4 Year","258","953112"
"236200","MINNEAPOLIS COMM AND TECH COLLEGE","MINNEAPOLIS","MN","Public 2 Year","7251","22527719.000000101"
"464600","MINNESOTA SCHOOL OF BUSINESS","RICHFIELD","MN","Proprietary 4 Year","5478","17306664"
"2238100","MINNESOTA SCHOOL OF COSMETOLOGY","WOODBURY","MN","Proprietary 2 Year","200","910260"
"239300","MINNESOTA STATE COLLEGE-SE TECH","WINONA","MN","Public 2 Year","1596","5535126.0000000102"
"554100","MINNESOTA STATE COMMUNITY AND TECHNICAL","PERHAM","MN","Public 2 Year","3628","12826208"
"236700","MINNESOTA STATE UNIVERSITY MOORHEAD","MOORHEAD","MN","Public 4 Year","2431","9509530.9999999907"
"236000","MINNESOTA STATE UNIVERSITY, MANKATO","MANKATO","MN","Public 4 Year","4251","16543746"
"526300","MINNESOTA WEST CMNTY & TECH COLG","GRANITE FALLS","MN","Public 2 Year","1610","5999266"
"983100","MODEL COLLEGE OF HAIR DESIGN","SAINT CLOUD","MN","Proprietary 2 Year","92","407928"
"795400","NORMANDALE COMMUNITY COLLEGE","BLOOMINGTON","MN","Public 2 Year","3910","12663874"
"236900","NORTH CENTRAL UNIVERSITY","MINNEAPOLIS","MN","Private 4 Year","583","2210982"
"237000","NORTH HENNEPIN COMMUNITY COLLEGE","BROOKLYN PARK","MN","Public 2 Year","3695","11445292"
"238500","NORTHLAND COMMUNITY & TECHNICAL CLG","THIEF RIVER FALLS","MN","Public 2 Year","1992","6978864.0000000102"
"575900","NORTHWEST TECHNICAL COLLEGE - BEMIDJI","BEMIDJI","MN","Public 2 Year","787","2742626"
"826700","NORTHWEST TECHNICAL INSTITUTE","EAGAN","MN","Proprietary 2 Year","60","270903"
"237100","NORTHWESTERN COLLEGE","ST PAUL","MN","Private 4 Year","1074","3965340"
"1232800","NORTHWESTERN HEALTH SCIENCES UNIV","BLOOMINGTON","MN","Private 4 Year","41","154165"
"4157600","NOVA ACADEMY OF COSMETOLOGY","ROCHESTER","MN","Proprietary 2 Year","71","320239"
"999200","OAK HILLS CHRISTIAN COLLEGE","BEMIDJI","MN","Private 4 Year","99","410736"
"4175600","PARK AVENUE SCHOOL OF COSMETOLOGY","PARK RAPIDS","MN","Proprietary 2 Year","28","133316"
"553500","PINE TECHNICAL COLLEGE","PINE CITY","MN","Public 2 Year","664","2213245"
"677500","RAINY RIVER COMMUNITY COLLEGE","INTERNATIONAL FAL","MN","Public 2 Year","148","614275.99999999895"
"869400","RASMUSSEN COLLEGE - ST. CLOUD","SAINT CLOUD","MN","Proprietary 4 Year","18772","60491405.999999799"
"1049000","REGENCY BEAUTY INSTITUTE","BROOKLYN PARK","MN","Proprietary 2 Year","8340","33995102.000000097"
"525200","RIDGEWATER COLLEGE","WILLMAR","MN","Public 2 Year","2175","7706381"
"233500","RIVERLAND COMMUNITY COLLEGE","AUSTIN","MN","Public 2 Year","1577","5390858"
"237300","ROCHESTER COMMUNITY/TECH COLLEGE","ROCHESTER","MN","Public 2 Year","2757","9077848"
"4174400","ROCHESTER SCHOOL OF HAIR DESIGN","ROCHESTER","MN","Proprietary 2 Year","25","73267"
"553400","SAINT CLOUD TECHNICAL COLLEGE AND COMMUN","SAINT CLOUD","MN","Public 2 Year","2772","9327914.0000000093"
"237900","SAINT JOHNS UNIVERSITY","COLLEGEVILLE","MN","Private 4 Year","370","1392298"
"238000","SAINT MARY'S UNIVERSITY","WINONA","MN","Private 4 Year","624","2307685"
"553300","SAINT PAUL COLLEGE, COMMUNITY/TECHNICAL","ST PAUL","MN","Public 2 Year","4384","15320496"
"553700","SOUTH CENTRAL COLLEGE","NORTH MANKATO","MN","Public 2 Year","1951","6748262.9999999898"
"237500","SOUTHWEST MINNESOTA STATE UNIVERSITY","MARSHALL","MN","Public 4 Year","1117","4491303"
"237700","ST CLOUD STATE UNIVERSITY","SAINT CLOUD","MN","Public 4 Year","5167","20135592"
"238200","ST OLAF COLLEGE","NORTHFIELD","MN","Private 4 Year","529","2187050"
"234200","ST. CATHERINE UNIVERSITY","ST PAUL","MN","Private 4 Year","1751","6403249"
"2260500","SUMMIT ACAD OPPORTUNITIES IND CTR","MINNEAPOLIS","MN","Private 2 Year","244","656589"
"238800","UNIVERSITY OF MINNESOTA, DULUTH","DULUTH","MN","Public 4 Year","2776","10646208"
"238900","UNIVERSITY OF MINNESOTA, MORRIS","MORRIS","MN","Public 4 Year","590","2472953"
"406900","UNIVERSITY OF MINNESOTA-CROOKSTON","CROOKSTON","MN","Public 4 Year","620","2292328"
"396900","UNIVERSITY OF MINNESOTA-TWIN CITIES","MINNEAPOLIS","MN","Public 4 Year","8504","34368297"
"234500","UNIVERSITY OF ST THOMAS","ST PAUL","MN","Private 4 Year","1382","5296966"
"235000","VERMILION COMMUNITY COLLEGE","ELY","MN","Public 2 Year","323","1157643"
"2504200","WALDEN UNIVERSITY","MINNEAPOLIS","MN","Proprietary 4 Year","6641","23966388"
